Company	DS Correct	ET Correct	Count	Num Types	Num MealTypes
p0003480qbiu	63	42	69	38	8
p0081966ycso	192	121	203	60	10
p0004145snqk	1	0	3	77	16
p00813223z5l	5	3	5	57	9
p0018776hyuy	62	60	72	61	4
p00508892ruz	16	15	16	50	10
p0098966qc2v	156	117	170	58	10
p0097344laza	68	50	71	66	8
p0000752dqfb	6	6	8	50	3
p0034001pb3t	2	2	2	41	8
p0012825oasq	46	35	49	45	8
p0003787atj9	16	13	17	66	8
p0004063rsuy	13	4	14	47	9
p0001055vmxg	196	124	257	80	8
p0069162k4dw	2	0	3	81	13
p0012531dfds	6	2	7	35	8
p000633897qi	117	97	144	44	7
p0003651kzf4	5	1	5	129	15
p0074536vq8q	16	16	16	46	9
p0027800aqs4	45	31	47	52	8
p0092939hxzc	90	61	169	85	14
p0082402z6xd	283	207	354	99	14
p0093534273m	102	86	110	48	5
p0065236kljo	22	17	23	50	11
p0056683jlwb	61	43	66	56	10
p00124393dps	2	0	2	49	11
p00260895i8w	27	20	28	65	9
p0095921m6ys	80	47	82	52	9
p0098220b2gw	37	33	40	54	8
p0092036zamz	7	4	7	40	9
p0000797qkuj	62	48	88	80	10
p0002309yl9d	5	1	6	68	10
p0002466baj2	52	20	59	79	17
p0001455lgi9	450	435	541	49	6
p0035948zgai	8	7	8	69	7
p00976374non	2	1	3	42	8
p0089998aqg2	1	1	1	50	9
p0040006udo3	278	195	311	74	10
p0002892acbe	15	8	15	43	8
p0006144bcxg	87	75	97	40	6
p0094313rc4m	1	1	1	175	38
p0088257fg8t	117	102	130	88	19
p0099870fq7l	269	207	289	48	7
p0086411enmc	287	154	311	113	20
p0012491c9uk	12	11	12	33	7
p0080991cohc	149	109	159	42	13
p0087893yrnx	13	9	26	42	9
p0048089z8mc	20	15	23	90	12
p0023160ncye	189	126	204	47	7
p0074481mkij	75	73	80	44	5
p0001286qzej	1	0	1	53	8
p0003043a3bk	51	29	54	51	7
p0019278xdlo	7	7	9	79	8
p0008786lawq	9	9	10	58	5
p0053335sa9a	0	0	2	26	5
p0010821e5wr	4	3	5	44	7
p0000484lhof	19	14	19	62	10
p0006185lfyr	170	104	197	69	11
p0080499cgp4	232	176	257	55	14
p0056559a98e	1	1	1	70	10
p009313032el	56	41	62	30	7
p0098918mb43	45	26	55	34	8
p0042269twsk	166	119	187	64	10
p0001112luf4	8	6	10	70	8
p00756195sj2	29	16	30	82	11
p0064443braf	80	72	86	54	5
p0099129bhd4	100	68	111	51	7
p0071951apmi	37	24	43	37	5
p0018809zl2s	20	16	30	58	8
p0052719zdso	5	1	5	67	8
p0014250d8cp	396	215	432	59	11
p0096136wsiy	3	2	3	47	5
p0003728mosi	95	71	115	35	8
p0037014m3ni	28	27	30	45	17
p0099995saw8	5	2	5	49	7
p0087706v4rt	15	9	18	86	14
p0096975egfc	81	53	93	53	8
p0012846ogjv	246	175	283	67	6
p0089288pdr5	274	219	301	75	11
p0003700ga4t	4	3	5	41	8
p0012480jx4y	0	0	1	26	6
p0076895fanc	43	39	44	58	11
p0040700vtog	1	1	1	63	10
p0098626han8	140	112	144	92	6
p0034207b3ec	207	153	214	43	10
p0097082ulzi	21	21	25	44	5
p0086269wfay	9	3	9	84	13
p0099288ey6p	1	0	3	54	9
p0070622mdhz	31	26	33	37	6
p00086939h9h	1	0	2	61	3
p0003595n8hr	19	19	20	37	4
p0071704vqcg	2	2	2	50	11
p0000710rbhg	73	43	75	54	9
p0012238xk3g	9	9	12	32	6
p0076693ezrm	25	22	25	53	9
p0087222jhcv	70	50	71	48	9
p0071206ds9n	14	6	17	83	10
p0056353rexp	0	0	1	115	10
p00258966lyj	1	1	2	70	8
p0099573tdoy	1	0	1	47	8
p0040367xela	499	396	607	57	9
p0068156noln	41	22	46	56	9
p00217059jop	46	45	49	66	3
p0000697lkrt	135	114	143	50	11
p0091548upjh	44	37	52	70	13
p0090387oev2	666	336	808	90	17
p00545127cjw	224	118	265	112	11
p0055069qcgu	1	1	1	45	12
p0070054edir	13	12	15	47	8
p00115142chc	57	44	59	63	9
p0007036pjgq	34	29	34	45	9
p0010632exzh	54	40	58	48	7
p0005130fdha	121	72	125	47	8
p0089327xepi	6	3	8	50	10
p0072037wfhi	53	49	63	63	10
p00032726gqj	13	1	14	78	9
p0092971da3n	15	11	15	62	10
p00066845u7g	170	120	190	71	8
p0083870nzlf	92	85	107	50	5
p0049443posq	89	79	219	47	7
p00298905by4	351	268	395	39	7
p0092236gys3	19	17	19	75	12
p0097539nxls	15	14	16	55	9
p00191252jcp	39	38	40	57	6
p0074150fdnh	1	1	3	100	8
p0056102fdwq	36	23	40	44	7
p00391719oah	65	45	69	49	7
p00990975hrt	205	102	213	141	11
p0088860bs2l	3	3	4	59	8
p0000897ehfv	10	8	11	249	17
p0020691s5op	216	176	222	36	8
p0014757nsow	271	214	293	42	6
p0095754ltgj	27	27	79	38	6
p0016435nuot	99	68	102	41	9
p0093367jxma	12	4	12	43	8
p009773138al	14	13	15	48	7
p0037975mknp	101	65	109	116	10
p0098221dbha	61	56	100	40	3
p00841527pm3	128	103	132	40	9
p0092830hvut	24	20	26	52	9
p0016410zmq3	33	23	61	110	9
p0043771juc2	53	32	57	108	22
p0083851uiek	17	13	21	73	9
p0073728znpf	100	56	110	70	16
p00426903hga	24	23	24	55	11
p0002396wjl9	324	251	418	152	9
p0002963gazk	44	30	44	37	11
p0002751aorq	500	436	642	91	8
p0005401xf8e	419	341	456	49	8
p0027785gafg	15	10	15	41	5
p0085869xpoj	13	7	13	69	10
p00047188gzt	33	21	50	144	22
p0003727s8qc	163	135	177	36	8
p00028336woq	928	626	997	56	10
p0004892vzjw	48	38	49	54	9
p0095449c6mg	152	108	165	38	8
p0009046y4mg	43	17	56	66	7
p0010696rytu	458	358	475	73	11
p0096439gjqt	162	132	176	46	8
p0097752ztie	95	79	116	38	5
p0096927ucwt	179	131	210	43	5
p0006262sam6	278	250	309	63	11
p0064841f4q2	340	241	369	76	15
p0099351nsh4	3	3	3	36	5
p00090503ibn	8	2	9	52	9
p0026214m6rp	99	86	123	68	17
p0096191jtce	18	17	18	85	8
p0008823rdfx	96	69	99	34	7
p0099637swfz	184	131	210	68	17
p0088252mutl	202	152	292	81	10
p0019180ftku	13	6	14	46	6
p0005553pnck	1	1	2	54	11
p007348889kq	12	12	13	43	8
p0095375dh74	3	3	4	53	10
p0000454kug7	84	51	90	42	7
p00380636eo8	19	9	21	57	9
p0009784qcae	37	20	40	41	10
p0079022zw9y	5	3	5	75	9
p00075296qbu	45	20	50	44	13
p0028536au4i	19	10	22	38	7
p0003899sagc	7	5	7	67	12
p0001565mshw	27	27	30	57	10
p0032106v4h3	9	6	11	45	10
p0089843t6jn	19	16	23	51	8
p0027750g2vu	14	10	16	25	4
p0003332czp5	1	1	1	44	7
p0091108epjz	130	100	132	81	12
p0073388ebcb	21	17	21	75	5
p0073703t9gy	90	77	138	150	5
p0000955zhzr	50	32	57	98	11
p0064780afkm	93	54	106	56	9
p0097964hanm	39	37	42	62	4
p0079824gvph	39	26	41	66	11
p0022643zpqu	29	23	33	49	10
p0088564yoqx	16	12	16	45	6
p0092545tyqw	17	10	67	66	8
p0004090cmy3	61	34	65	65	18
p0002110ezib	5	1	5	39	8
p0011718celk	11	3	11	66	13
p00831823ijp	5	5	6	35	3
p0082653xahc	67	57	71	55	8
p0043759y2mz	479	334	511	70	9
p0005987u6hj	0	0	1	27	6
p0045664th8n	4	6	39	88	11
p0095160m6cj	20	17	20	40	6
p0096207xbza	14	12	25	149	10
p0076534okhc	26	15	27	116	20
p0069091mkvi	17	12	17	51	9
p0007891mfi2	32	29	36	35	5
p00937635vio	46	26	52	111	10
p0003093fvin	4	4	4	70	8
p0001367uqh8	174	95	259	76	15
p0069082wvtw	10	9	10	43	10
p0021131dwik	41	32	45	51	8
p0096587pzrb	54	49	67	45	8
p0099213c9vd	81	64	91	54	8
p0098800dons	50	7	55	83	10
p0001165aixu	33	23	34	66	9
p0011170g6mt	94	68	101	62	9
p0055841e3g3	37	25	40	48	6
p0083016hfjm	14	9	18	79	13
p0091858m9eh	93	65	101	76	9
p0072753jgsb	202	121	224	59	8
p0085752q7h8	179	151	190	63	6
p0052814oeuw	319	228	338	71	9
p0085941q8om	123	91	159	64	6
p00820253qlt	43	24	46	45	10
p0043964jncm	14	12	17	36	5
p0007717bmeo	291	263	317	55	6
p0077306k5e6	2	2	4	40	5
p0029532c8tf	3	2	3	45	10
p0057763dtra	80	60	89	50	6
p0013331d73u	28	27	31	32	3
p0012754codo	3	3	3	43	12
p0025576pip6	41	20	42	68	6
p0000046buxt	131	106	144	58	9
p0002599xbqm	27	16	36	84	10
p0091948krdm	40	37	43	45	6
p00905859bod	14	14	16	76	7
p009502373dl	10	10	10	52	9
p0003033kw2q	2	2	2	44	5
p0097959bgo3	48	33	55	55	9
p0055064tybe	7	7	7	104	14
p0087066r73t	1461	958	1564	48	8
p0009092ltkv	6	5	6	35	7
p0063038zsjs	7	6	7	37	6
p0094284zxbi	242	201	259	29	6
p0035053ajr9	279	203	348	51	8
p0085546rfiz	22	20	26	36	5
p00916325gma	3	3	3	47	5
p0018931bogk	40	31	77	47	4
p00862634jkf	67	47	70	49	6
p00312359sbm	1	1	1	53	9
p0025051pmky	1	1	1	24	7
p0091634penh	143	123	267	83	10
p0087681at92	52	32	70	73	8
p0055487x3l8	29	20	30	46	9
p0010859gozr	6	5	8	33	6
p00924419ebd	47	37	56	47	7
p0034674jxuh	264	200	275	55	9
p0004000hjmf	34	24	35	62	12
p0006217tuh8	59	43	62	47	10
p0090354wq9h	28	12	30	50	9
p0007219du6c	23	23	24	57	5
p0003007qejp	13	12	14	46	7
p0007375h7pj	204	147	220	73	10
p0085728e9ds	13	10	16	76	8
p00868733oj7	18	18	18	26	5
p00885417jkb	0	0	1	57	9
p0074638u3sh	46	27	48	60	9
p00145069lon	1	1	1	36	4
p0091850gi3s	107	70	129	76	10
p0042395bg6j	138	111	161	61	7
p0084080v7go	6	5	7	32	8
p0094493ja3b	1	1	3	49	8
p0058277yk87	32	27	34	55	5
p0083864wyhd	166	113	173	48	9
p0014337ksv4	3	2	4	59	9
p0087686h2a7	47	33	59	93	12
p0078920g5be	121	113	124	68	10
p0028127obkb	9	8	12	78	14
p0011559eoru	57	32	67	35	7
p005263956fb	171	90	182	71	8
p0098411goes	38	21	41	28	9
p0086321pybe	66	54	67	62	9
p0006236stke	155	136	162	31	6
p0045317fboi	5	1	5	28	7
p0005022pfbd	1179	1142	1229	64	7
p0040927adqz	147	92	149	128	17
p0047766hc4j	46	41	52	59	6
p0072281molc	101	74	111	46	10
p0083639fno9	7	3	9	63	9
p0080064jvuc	38	26	47	61	9
p0069108mryp	1175	994	1257	58	8
p0073707kopa	50	29	62	65	10
p0097966c7gi	19	15	22	45	5
p0097741dfj4	43	29	46	62	9
p0074762dwq5	3	2	3	59	21
p0035061uqaf	30	24	31	87	16
p0050798cz5p	137	87	157	69	6
p0083880luwe	178	159	188	31	5
p0008991lbrm	546	322	601	64	9
p00859259wus	5	3	8	86	12
p00101665q5z	30	26	33	67	10
p00437528doc	5	4	5	59	9
p0096265khfm	107	93	129	56	11
p0007360vlna	10	8	10	83	14
p0064660bmqn	450	373	554	466	22
p0087563hrl3	58	48	82	43	10
p0003312jegm	183	161	216	74	11
p0056799brql	0	0	4	27	3
p0070060d2er	71	48	73	59	9
p0047796wstf	30	27	30	35	3
p0025116kwkf	29	24	31	65	11
p0092237exa4	25	19	37	49	3
p0001393msn8	2	1	2	31	3
p0090899maf9	495	348	546	51	6
p00894483wc6	16	13	21	41	8
p0081323yagb	21	13	30	68	10
p0012462djv2	92	31	99	80	21
p0056524hen5	25	25	29	19	4
p0021353wj9l	92	90	114	57	5
p0087364xrpq	59	45	66	57	6
p0003787tgq7	27	18	36	42	5
p0004860hpbt	1	0	1	57	8
p0002875kbjz	70	40	86	139	9
p0087674vpjq	40	17	70	528	93
p0094460r2ho	63	53	76	60	8
p0035950lcwx	47	32	48	74	11
p0065662dnai	30	27	36	169	8
p0077577fwx7	66	39	76	55	8
p0003318psij	42	30	44	54	9
p0051841zbwl	27	24	36	54	6
p00455076sag	21	15	25	106	13
p0009032ktj9	31	15	32	48	7
p0071712jqyn	56	48	62	57	9
p0003095pvwh	3	1	4	99	18
p0040355qeab	806	532	948	116	7
p0075375ogjd	685	485	740	56	9
p0027605bh2t	2	2	2	54	9
p0001638zcug	14	8	15	83	11
p0068596e3kx	74	48	81	87	8
p0065853wmsz	0	0	8	50	5
p0069029k2yi	184	104	233	76	10
p0007780ybhl	52	49	53	58	6
p0058017auy8	95	69	99	69	10
p0071670jdnk	12	12	12	32	7
p0087299hkq9	29	28	39	25	5
p0082410b8en	2	0	3	31	5
p0004413ljnc	126	118	127	56	9
p0098292mef3	23	14	29	61	11
p0099283sg8u	28	27	31	70	6
p0001020l7bc	37	28	37	35	9
p0008350qxld	585	416	657	63	8
p0079760fsvu	51	41	81	40	10
p0004657aqm4	58	39	71	48	9
p0077778qtpr	12	6	18	53	8
p0001658hnm8	37	19	38	47	8
p0086171n3yl	47	41	55	69	8
p0074149wb5z	34	26	34	63	12
p00868622lpx	9	3	13	77	13
p0086632zt9u	20	14	28	54	9
p0094829r3mv	32	17	49	63	10
p0003731ezhx	159	123	185	30	6
p0014568acza	1	0	2	62	7
p0099640nprx	7	6	48	22	4
p0097758tgbg	97	83	103	41	6
p0091428lplh	45	36	45	59	8
p0001053zndt	28	4	30	95	13
p0077167gdzb	21	10	27	62	12
p0094677ohxh	140	129	152	41	7
p0004241cotu	21	15	30	86	2
p0078677thcn	0	0	1	62	9
p0080208da4v	1	1	1	41	6
p0030776o8zo	468	372	478	44	5
p0076346vulu	18	8	25	130	13
p00003507oeo	282	202	309	56	11
p0003512kbkb	336	259	372	65	10
p0082449qacw	145	121	190	102	13
p0009817nptk	3	3	3	58	11
p004743596i5	66	43	68	43	7
p0076452k82w	22	12	25	78	12
p0004015al5o	110	100	139	36	8
p00226219wkd	368	309	405	59	11
p00700433dsf	0	0	1	95	9
p0019267qxik	4	3	4	104	9
p00151308smi	14	11	21	40	6
p0080988wsys	5	4	5	46	7
p0044485fehb	244	157	258	55	9
p0072288tejy	6	4	7	61	10
p0003893k5hc	839	657	866	112	15
p0004656jyic	2	1	2	55	10
p0001812dnlr	111	75	114	70	11
p0065999mixb	221	189	227	49	4
p0089353fgqe	323	226	342	45	9
p0099341s7yn	11	8	22	50	4
p0012628lbpc	58	41	60	75	9
p0022648rdna	95	51	105	75	6
p0059253s8zw	56	39	56	50	8
p0002123daxn	5	1	5	67	9
p0006249vwof	206	177	217	58	10
p0098388jmgy	1	1	1	54	8
p0077328bavc	4	3	4	56	9
p0079540wfah	6	4	6	65	11
p009840354ze	814	675	1020	46	4
p005652649u8	19	16	19	40	9
p0006689o7bw	51	32	54	27	7
p00497072hz6	17	14	20	42	5
p0072652ydyl	9	9	13	61	8
p0004175qc4x	142	117	157	47	7
p00729288cl4	27	24	27	58	5
p0059811cduh	13	11	14	22	4
p0021491lojc	85	79	99	65	14
p0053140q2yi	61	44	67	69	7
p0007941akyt	601	507	625	72	13
p0071515cgm7	19	11	20	69	17
p0007116kejg	2	2	2	44	7
p0094046lfhm	30	24	31	45	6
p0009634cxy5	523	334	577	49	8
p0099984srdf	13	10	13	42	5
p00979819c23	146	112	154	45	10
p0006512272i	15	15	15	26	6
p0005676cvas	226	149	258	43	8
p0024211jz2j	34	16	40	79	7
p0094443f8bt	10	3	16	79	10
p0090316bp4g	4	4	4	56	9
p0075515go5p	30	29	31	51	7
p0007523cf7j	8	4	8	45	7
p0065606jaek	18	11	21	86	13
p0003400z2xl	1	0	2	32	7
p0058190kcqt	56	43	63	70	9
p0065163ngnh	13	11	13	26	2
p00141349a3o	1	1	1	41	5
p0088847wsex	0	0	1	36	7
p0000311dbqk	79	73	130	68	4
p0003166tjp4	66	52	70	69	8
p0006764rekj	48	34	55	88	5
p0007110afod	220	126	246	55	12
p0030968h7fd	382	355	445	39	8
p0071354lsfm	7	13	13	41	8
p0093665vyab	19	11	21	60	17
p0081993rvye	21	18	35	65	5
p0091936mifj	38	19	40	63	16
p0094822edwn	374	289	409	58	10
p008764753k4	415	319	474	36	6
p0087301nlks	5	1	6	55	13
p0009594dfey	1	1	1	55	10
p0095924fdih	9	5	9	76	9
p0006958x8zx	52	39	75	37	7
p0002620lrnz	96	63	99	54	9
p00547539sej	157	121	175	70	18
p0074606ljz4	1	1	1	53	11
p0021275zylm	13	9	15	55	6
p00963968q5b	169	145	179	57	8
p00067565svx	3	2	3	76	12
p0006545oc9f	229	187	238	47	6
p0033067axky	1	0	1	68	2
p0091363yjx3	31	20	56	27	4
p0008746ox2k	4	4	8	73	18
p0044498xoxa	78	54	100	39	6
p0014916jnax	33	18	34	33	4
p0070464bhvi	2	2	4	60	9
p0004818kbw7	7	7	7	52	6
p0010829opr6	2	2	16	24	3
p0093169opyf	41	35	56	41	3
p0093011hbg8	37	32	44	44	5
p0002585mi5s	130	86	141	86	13
p000118235gf	264	219	313	40	6
p0098611prbs	116	102	149	95	10
p0097758qtbk	362	262	389	53	8
p00737426ihe	40	34	40	61	9
p0010225yjgw	34	29	37	70	13
p0086523teud	23	17	26	39	9
p0096051zs6d	17	16	19	46	8
p0093866kljx	9	5	9	48	8
p0021887jnex	59	56	60	48	5
p0013238xuxf	1079	1010	1133	39	7
p0004993ehk7	549	407	739	90	7
p0086417ukxw	336	318	374	46	5
p0054576eltc	140	93	170	122	12
p0006289bnpu	4	1	4	50	9
p0003699e2hg	6	5	8	44	6
p00795565adb	101	79	179	152	8
p0072058pfqi	160	102	176	120	10
p0087506jits	48	31	56	43	7
p0085953jhfs	2	2	2	72	12
p00095875hep	29	21	31	54	10
p0007235zoc2	32	16	33	76	12
p00509366xqk	2	1	2	41	8
p0069379vlmi	625	408	698	20	6
p0087696dpho	144	84	160	56	11
p0024776z9eb	164	159	174	29	6
p0012166hkeg	15	10	15	52	7
p0083711nwc5	9	9	11	66	6
p0080158eabj	24	23	25	59	6
p0022904r5e5	5	5	5	44	10
p0051931z96a	81	57	83	49	8
p0081895zmzg	94	68	112	50	8
p0017792kalt	1	1	1	40	9
p0088534gxkt	156	120	177	40	6
p00188982bxs	20	14	20	39	6
p0003261rxka	38	16	43	61	11
p0020550hy9c	78	53	88	67	11
p0083282z2tj	8	8	9	43	6
p0098284dhxf	118	71	130	68	10
p0087670bucr	21	9	21	51	8
p0033413ejki	6	5	6	66	6
p00851795kql	47	22	57	177	27
p0099278d7fd	59	51	62	60	7
p0006041rcbu	3	2	6	66	10
p0096193h4vn	8	7	10	48	9
p0092853ksoe	99	59	110	63	11
p0096558wmo6	174	166	192	38	5
p0005786bsux	92	91	97	35	6
p0035946hcrt	3	2	5	51	10
p00903005qf2	4	3	7	63	9
p0089548fzpz	82	81	156	292	14
p00970819qnm	71	45	74	61	8
p00055262xkt	10	9	10	57	6
p0052832tn9l	224	173	274	81	10
p00074983anr	5	4	7	42	8
p0067306cdv5	62	55	63	123	8
p0055405q3hm	1	0	1	33	5
p0098278439g	231	153	255	69	11
p0000426nucq	38	28	39	77	11
p0072048a5ci	166	121	198	111	13
p00717373f2h	95	73	101	51	5
p0083020utbs	17	16	17	55	9
p0084474mar7	700	480	740	86	11
p0016198tgkb	287	243	300	47	9
p0099207dfwa	3	3	3	52	9
p0032119tmu4	105	89	109	45	5
p0013223fjqx	197	148	238	53	9
p0065111tz2k	40	26	41	51	11
p0047472p28j	28	19	32	48	9
p0035068tcv4	1479	1177	1623	142	23
p00445n7s9	73	56	80	126	18
p0004998ofpt	109	94	111	43	6
p00854833ndm	657	640	710	34	6
p0070051lcnl	19	13	29	37	12
p0008285o6cm	3	1	3	28	6
p0077287mklp	89	57	95	50	12
p0001392ojm9	2	2	4	39	6
p0004880viyh	508	438	592	48	10
p00952443zyd	276	197	291	76	9
p0002670oanu	135	131	180	28	3
p0035836fa8a	1	0	1	56	10
p0074310nvy8	67	62	78	62	6
p0003578ef5f	186	101	197	37	9
p0015706k7vk	41	28	44	39	8
p0041017lmxj	25	14	32	103	20
p0032252mikq	30	13	34	52	11
p0089046xdez	11	11	14	44	7
p0035464ar4g	75	60	79	32	5
p0084048d8lj	56	56	75	78	9
p0010766o5ic	171	109	184	69	11
p0083776zwzk	56	52	63	62	9
p0013589csil	4	3	4	64	12
p00694234l9u	391	315	415	114	9
p0001061kt2u	18	10	18	55	9
p0084873cmhl	36	30	43	108	6
p0083649ocax	1	1	1	52	9
p0005777dk8j	29	25	35	62	7
p0091188sbeb	20	16	21	70	10
p0088623axeo	25	14	26	40	6
p0002327bnyd	33	33	43	70	15
p0079728lfki	1	1	1	50	9
p0004853tkg6	274	217	341	64	7
p00797297l9w	5	4	5	45	9
p0070129v8kg	20	9	28	90	13
p0098415hjl3	341	236	355	61	11
p0076892sxya	52	48	53	48	6
p0035805eial	11	9	12	66	10
p0087460v24h	7	6	7	45	10
p0084877h4p3	1	1	9	47	3
p0008932ct54	11	11	11	34	4
p0012061peke	1	1	1	41	5
p00977568sf6	61	53	65	38	4
p0002777eckn	440	277	462	53	11
p0001510poid	2	0	5	53	8
p0060019zafq	2	1	2	65	8
p0005946cka3	16	13	16	25	6
p0068056f9lc	64	55	65	29	4
p00727293mfk	4	3	4	58	9
p0013185upgi	143	90	168	69	7
p0069075ruol	1	1	1	55	9
p0093847xavy	12	5	16	52	8
p0007385waqy	14	11	17	60	8
p00634636lry	27	16	27	68	13
p00328768vyc	58	39	59	64	9
p0005593tk3n	108	103	173	37	8
p0079892o5v5	9	9	15	28	4
p0099639opo5	47	32	48	39	7
p0001013oanr	68	55	86	70	14
p0002334l3tg	67	56	77	46	8
p00071172fhg	41	39	43	66	16
p0027549fcbk	28	15	36	51	7
p0046601qkso	224	195	245	62	3
p0096197jhnw	38	37	41	26	4
p0062743shwc	1	0	1	39	7
p00881428ef2	191	161	232	136	9
p0099144vcsd	104	87	109	47	8
p0001618kern	19	11	23	36	8
p0068180zbtu	945	580	992	54	9
p0049446jyhu	52	35	55	38	5
p0001547fzik	4	1	5	46	6
p0098657r8se	297	185	308	108	10
p0056374qmyh	643	202	649	41	9
p0047448bmtc	1	0	1	67	11
p0095878kedm	5	5	5	58	7
p0007275m3ja	84	68	95	54	9
p0021359xo7s	13	13	14	46	7
p0055866kakg	26	20	30	75	9
p0004929hm7p	43	42	56	104	9
p0008686rznk	42	25	46	41	8
p0090507nemt	6	2	6	63	8
p0001263xbd2	7	4	8	67	12
p0029110lnib	83	76	164	109	3
p0052261jpc8	96	46	99	105	22
p0097965bgno	69	52	83	52	9
p0088545binh	345	252	371	59	8
p0005251eguq	8	8	9	52	9
p00880192a9d	665	488	736	47	9
p0069412sgw9	31	24	48	37	7
p0052436e4dh	58	40	65	71	10
p0083857utjq	166	125	169	68	11
p0066056ue8e	3	3	4	70	6
p0009995pwfz	6	4	6	50	13
p0087755po4p	30	18	30	54	8
p0097845mex9	55	42	61	33	6
p0095043c49u	12	7	13	58	9
p0009538ypc7	110	75	118	44	7
p0073714skqb	393	338	452	55	8
p0020689ofhb	34	20	39	53	9
p0006069bi9r	280	185	289	45	8
p0024604aha3	28	26	30	50	8
p0018345jygk	132	105	142	51	9
p0017365epfw	4	4	4	52	9
p0014630yn5f	98	48	105	56	13
p0016845veci	17	17	17	45	5
p0096390z9hb	25	16	26	65	15
p0018763ncs5	103	75	109	63	9
p0086650pqmf	174	144	201	70	12
p0042267w58y	145	79	174	53	12
p0089551lsdk	1	1	1	52	9
p0045906gshw	1	1	2	38	7
p0090610so45	10	5	11	63	6
p0093791gd4c	37	18	38	69	20
p0092411rvac	458	427	491	35	4
p0087469uquq	10	10	15	73	7
p0015661pgqe	102	72	104	46	7
p0001957cuka	15	11	17	76	13
p0087744cs2g	0	0	1	164	14
p008931429pz	3	3	7	90	5
p0065502s9of	41	27	58	61	8
p00328725maj	138	115	147	77	9
p0007849xu5k	50	35	50	56	9
p0001098cn9z	117	99	167	49	8
p0088247ts3h	951	829	996	49	5
p0005028pog9	3	2	3	96	17
p008832773is	21	13	24	39	7
p0006115pfov	162	79	179	61	8
p0063876ftg6	503	409	529	35	10
p0074474g8ea	1	0	1	73	12
p0085230nksc	18	8	20	65	12
p0006765xp8n	29	22	34	31	10
p0068881g4ki	57	41	58	40	7
p0005859lgor	2	2	4	50	9
p0003995chks	2	0	3	156	18
p0030563odo8	430	360	470	48	10
p0083921beqt	24	17	25	38	8
p0038498jfre	94	59	106	86	15
p0062520rsca	6	6	6	31	5
p0003580msuf	103	80	112	41	6
p00737338wzn	42	28	49	57	10
p0044018uvjp	206	128	230	75	8
p0099349et4o	21	18	21	48	7
p00068903jpq	45	23	53	62	10
p0036072wqmh	13	11	15	37	5
p00230342mig	9	3	10	99	8
p0012573uc3o	36	24	46	73	17
p0031021wxic	247	195	260	54	7
p00037437ckj	1	1	1	27	5
p0079723q3gi	128	104	138	38	6
p0091643sa7n	10	10	11	87	4
p0003374gi8f	36	28	43	57	8
p00744747uvq	26	8	31	76	10
p0008222y2hu	89	46	107	57	11
p0092633getc	72	63	82	45	6
p0020654aiui	158	156	167	51	5
p00746279cd7	3	3	4	60	5
p00982836aw4	136	62	145	71	12
p0002354h4ng	89	68	98	46	9
p00509173ogp	8	7	10	51	5
p0089716hebu	160	96	187	46	6
p0002348hjaw	28	16	33	54	10
p0084841av86	10	9	13	89	15
p0095155pt8y	30	16	31	54	9
p00018618nab	0	0	2	98	12
p0083151ftz5	10	7	10	62	11
p0010023p7qn	21	19	26	48	12
p0062508kbqv	118	98	124	68	12
p0002325bjmp	29	14	29	33	5
p0095254c3jn	167	143	199	54	4
p0086138lgi9	27	23	28	83	16
p0099999qhvc	63	58	76	28	7
p0071721kcps	50	40	52	61	9
p0010582eouk	2	1	2	46	8
p0012064b7nb	3	3	8	44	4
p0069161hkwm	795	675	841	32	6
p00045485lge	5	4	7	46	7
p00129982d8x	7	5	7	37	10
p00419472txv	23	20	25	51	6
p0065013xtbe	30	17	30	31	7
p0006140treh	97	62	115	49	8
p0092155agud	12	6	14	57	17
p0090428mjgk	57	57	67	42	4
p0099501cmum	4	0	6	266	20
p0024608q7rl	2	2	6	130	16
p0088612gkfa	122	86	144	39	7
p0096539qtac	116	107	136	32	4
p0072044grnx	173	129	222	72	11
p00691493mif	41	17	44	72	15
p0051413ncjx	13	14	16	49	12
p0021110z2w2	54	40	56	53	9
p0003288qld2	23	22	24	51	10
p0000215w9em	1	1	1	54	7
p0060338rkhf	12	7	13	66	9
p0051850qsb9	135	122	158	69	9
p00951638fil	46	28	56	61	10
p0091331tmge	82	59	87	59	9
p0099295auh5	14	12	16	36	6
p0001058leba	63	51	93	65	12
p0068286ebm4	13	12	18	24	3
p0097441eatb	37	31	38	122	7
p0032895bkoe	42	28	55	45	7
p0015910xipb	7	7	14	53	10
p0000883yzti	6	4	7	70	10
p0095814ws5x	63	46	65	51	9
p0078605diul	99	96	143	85	13
p0086149qlzg	389	272	472	79	9
p0089549ydwb	8	8	9	31	5
p0062413ne8a	53	47	56	69	12
p0018989gbjq	6	6	6	41	7
p0009442xkfc	38	22	52	32	5
p0005364szxj	13	9	19	53	9
p0047916ag7p	1017	764	1142	77	9
p0094368radb	14	13	14	32	4
p0004837u3ga	67	50	71	61	12
p0078596hbec	655	413	720	75	12
p0050547c89c	281	189	305	86	12
p0089271kpdj	8	7	9	40	8
p0032488jnlm	19	14	19	42	9
p0006661bpmu	1	0	1	47	8
p0058804cha6	1	0	5	355	72
p00055292fv6	29	22	34	56	9
p0090361hmdw	220	169	225	49	9
p0000367sdfh	13	9	15	41	10
p0001849wot6	28	23	32	77	11
p0009976ed7k	2228	1861	2433	117	8
